Subject,Subtopic,Q_No,Difficulty,Question,Option_A,Option_B,Option_C,Option_D,Answer
Physics,Thermal conductivity,5,Easy But Tricky,Diamond has very high thermal conductivity despite being a non-metal. True?,True,False,Only at low temperature,Depends,A
Physics,Thermal expansion,1,Easy,Linear expansion: ΔL = αLΔT. α is,Coefficient of linear expansion,Thermal conductivity,Specific heat,Resistivity,A
Physics,Thermal expansion,2,Easy,SI unit of α is,per K (K^-1),m/K,J/K,W/K,A
Physics,Thermal expansion,3,Medium,A 1m iron rod is heated by 100°C (α=12x10^-6/°C). Expansion =,1.2 mm,0.12 mm,12 mm,0.012 mm,A
Physics,Thermal expansion,4,Hard,"Area expansion coefficient β = 2α. If α = 10^-5/°C, β =",2 x 10^-5/°C,10^-10/°C,5 x 10^-6/°C,3 x 10^-5/°C,A
Physics,Thermal expansion,5,Easy But Tricky,Gaps are left in railway tracks to allow for,Contraction,Thermal expansion,Bending,Corrosion,B
Physics,Types of waves,1,Easy,Waves that need a medium are called,Electromagnetic,Mechanical,Light,Radio,B
Physics,Types of waves,2,Easy,Waves that do not need a medium are,Mechanical,Sound,Electromagnetic,Water waves,C
Physics,Types of waves,3,Easy,"In transverse waves, particles vibrate",Along wave direction,Perpendicular to wave direction,In circles,Randomly,B
Physics,Types of waves,4,Easy,"In longitudinal waves, particles vibrate",Perpendicular to wave direction,Along wave direction,In circles,Not at all,B
Physics,Types of waves,5,Easy,Sound is a,Transverse wave,Longitudinal wave,Electromagnetic wave,Neither,B
Physics,Types of waves,6,Easy,Light is a,Longitudinal wave,Mechanical wave,Transverse electromagnetic wave,Sound wave,C
Physics,Types of waves,7,Medium,Water waves are,Purely transverse,Purely longitudinal,Combination of both,Neither,C
Physics,Types of waves,8,Hard,"In electromagnetic waves, E and B fields are",Parallel,Perpendicular to each other and to wave direction,At 45 degrees,Same direction,B
Physics,Types of waves,9,Easy But Tricky,Sound cannot travel in vacuum because,It is too fast,No medium for longitudinal vibrations,It needs light,Vacuum is too cold,B
Physics,Types of waves,10,Easy But Tricky,Radio waves are electromagnetic. They can travel through vacuum. True?,True,False,Only AM waves,Only FM waves,A
Physics,Wave relation (v = f lambda),1,Easy,Wave equation: v = fλ. v is,Frequency,Velocity,Wavelength,Amplitude,B
Physics,Wave relation (v = f lambda),2,Easy,f stands for,Force,Frequency,Friction,Flux,B
Physics,Wave relation (v = f lambda),3,Easy,λ (lambda) stands for,Wavelength,Frequency,Amplitude,Period,A
Physics,Wave relation (v = f lambda),4,Easy,"If f = 50 Hz and λ = 2m, v =",100 m/s,25 m/s,52 m/s,48 m/s,A
Physics,Wave relation (v = f lambda),5,Easy,"If v = 340 m/s and f = 170 Hz, λ =",2 m,170 m,0.5 m,340 m,A
Physics,Wave relation (v = f lambda),6,Medium,"If wavelength doubles and frequency stays same, velocity",Doubles,Halves,Stays same,Quadruples,A
Physics,Wave relation (v = f lambda),7,Medium,"Period T = 1/f. If T = 0.02s, f =",50 Hz,20 Hz,0.02 Hz,500 Hz,A
Physics,Wave relation (v = f lambda),8,Hard,Speed of sound in air ≈ 340 m/s. Frequency of 680 Hz sound: wavelength =,0.5 m,2 m,1 m,0.25 m,A
Physics,Wave relation (v = f lambda),9,Easy But Tricky,Changing medium changes speed and wavelength but NOT,Frequency,Amplitude,Both,Neither,A
Physics,Wave relation (v = f lambda),10,Easy But Tricky,Speed of electromagnetic waves in vacuum = c = 3 x 10^8 m/s for ALL frequencies. True?,True,False,Only visible light,Depends,A
Physics,Electromagnetic waves,1,Easy,Electromagnetic waves are produced by,Vibrating masses,Accelerating charges,Gravitational force,Friction,B
Physics,Electromagnetic waves,2,Easy,Speed of EM waves in vacuum =,3 x 10^8 m/s,340 m/s,1500 m/s,3 x 10^6 m/s,A
Physics,Electromagnetic waves,3,Easy,The EM spectrum from longest to shortest wavelength:,"Radio, Micro, IR, Visible, UV, X-ray, Gamma","Gamma, X-ray, UV, Visible, IR, Micro, Radio","Radio, Visible, UV, IR, X-ray",Random order,A
Physics,Electromagnetic waves,4,Easy,Visible light wavelength range is approximately,400-700 nm,1-10 nm,1-100 m,10-100 μm,A
Physics,Electromagnetic waves,5,Easy,LASER stands for,Light Amplification by Stimulated Emission of Radiation,Large Amplitude Signal Emission Receiver,Light Absorption by Stimulated Emission of Radiation,Low Amplitude Signal Emission,A
Physics,Electromagnetic waves,6,Medium,X-rays are used for,Communication,Medical imaging,Heating,Sound amplification,B
Physics,Electromagnetic waves,7,Medium,UV radiation causes,Sunburn,Sound,Magnetism,Gravity,A
Physics,Electromagnetic waves,8,Hard,EM wave speed c = 1/sqrt(μ0ε0). This was derived by,Newton,Maxwell,Ohm,Faraday,B
Physics,Electromagnetic waves,9,Easy But Tricky,"All EM waves travel at same speed in vacuum. In a medium, speed depends on",Frequency/wavelength,Nothing,Temperature only,Pressure only,A
Physics,Electromagnetic waves,10,Easy But Tricky,Microwave ovens use microwaves to heat food by,Conduction,Exciting water molecules,UV radiation,Gamma rays,B
Physics,Sound waves,1,Easy,Sound waves are,Transverse,Longitudinal,Electromagnetic,None,B
Physics,Sound waves,2,Easy,Speed of sound in air at room temperature ≈,340 m/s,3 x 10^8 m/s,1500 m/s,5000 m/s,A
Physics,Sound waves,3,Easy,Sound travels fastest in,Gases,Liquids,Solids,Vacuum,C
Physics,Sound waves,4,Easy,Human audible range is,20 Hz to 20 kHz,1 Hz to 100 Hz,20 kHz to 200 kHz,100 Hz to 1 MHz,A
Physics,Sound waves,5,Easy,Ultrasound has frequency,Below 20 Hz,20 Hz to 20 kHz,Above 20 kHz,Above 20 MHz,C
Physics,Sound waves,6,Medium,Speed of sound increases with,Temperature,Humidity,Both A and B,Neither,C
Physics,Sound waves,7,Medium,Loudness of sound depends on,Frequency,Amplitude,Wavelength,Speed,B
Physics,Sound waves,8,Hard,"Speed of sound in air: v = 331 + 0.6T (°C). At 25°C, v =",346 m/s,340 m/s,356 m/s,331 m/s,A
Physics,Sound waves,9,Easy But Tricky,Pitch of sound depends on,Amplitude,Frequency,Speed,Wavelength,B
Physics,Sound waves,10,Easy But Tricky,Thunder is heard after lightning because,Light travels faster than sound,Sound travels faster,Both travel at same speed,Thunder is delayed,A
Physics,Reflection,1,Easy,Angle of incidence = Angle of reflection. This is,Snell's law,Law of reflection,Law of refraction,Brewster's law,B
Physics,Reflection,2,Easy,"Reflected ray, incident ray, and normal all lie in",Different planes,Same plane,Perpendicular planes,Parallel planes,B
Physics,Reflection,3,Easy,Image formed by plane mirror is,Real,Virtual,Inverted,Diminished,B
Physics,Reflection,4,Easy,Plane mirror image is,Laterally inverted,Upside down,Magnified,Reduced,A
Physics,Reflection,5,Medium,Concave mirror converges light. Used in,Headlights,Rearview mirrors,Spectacles,Periscopes,A
Physics,Reflection,6,Medium,Convex mirror provides,Magnified image,Wide field of view,Inverted image,No image,B
Physics,Reflection,7,Hard,"Mirror formula: 1/f = 1/v + 1/u. For concave, f is",Positive,Negative,Zero,Infinite,B
Physics,Reflection,8,Easy But Tricky,A convex mirror always forms,Real image,"Virtual, erect, diminished image",Inverted image,Magnified image,B
Physics,Refraction,1,Easy,Refraction is bending of light when it passes from,One medium to another,Vacuum to vacuum,Same medium,Parallel surfaces,A
Physics,Refraction,2,Easy,Refraction occurs because,Speed of light changes in different media,Light has mass,Light is repelled,None,A
Physics,Refraction,3,Easy,A ray from rarer to denser medium bends,Away from normal,Toward normal,No bending,Parallel to surface,B
Physics,Refraction,4,Easy,"Refractive index n = speed in vacuum / speed in medium. For glass (n=1.5), speed in glass =",2 x 10^8 m/s,3 x 10^8 m/s,4.5 x 10^8 m/s,1.5 x 10^8 m/s,A
Physics,Refraction,5,Medium,A pencil in water appears bent due to,Reflection,Refraction,Diffraction,Dispersion,B
Physics,Refraction,6,Hard,"Refraction causes swimming pool to look shallower. Apparent depth = real depth / n. If n=4/3 and real depth=4m, apparent=",3 m,4 m,5.33 m,2 m,A
Physics,Snell's law,1,Easy,"Snell's law: n1 sin i = n2 sin r. If n1 < n2 (denser medium), r",Is greater than i,Is less than i,Equals i,Is 90 degrees,B
Physics,Snell's law,2,Easy,Refractive index of vacuum/air ≈,0,1,1.5,2,B
Physics,Snell's law,3,Medium,Light goes from air (n=1) to glass (n=1.5) at 30°. sin r =,1/3,sin30/1.5 = 0.333,0.5,0.75,B
Physics,Snell's law,4,Hard,"Critical angle is angle of incidence for which refracted angle = 90°. sin C = n2/n1 (rarer/denser). For glass-air (n=1.5), C ≈",42°,48°,30°,60°,A
Physics,Snell's law,5,Easy But Tricky,"Snell's law applies to all types of waves, not just light. True?",True,False,Only light,Only sound,A
Physics,Total internal reflection,1,Easy,Total internal reflection occurs when light goes from,Rarer to denser medium,Denser to rarer medium (and angle > critical),Any medium,Vacuum,B
Physics,Total internal reflection,2,Easy,Condition for TIR: angle of incidence must be,Less than critical angle,Equal to critical angle,Greater than critical angle,Zero,C
Physics,Total internal reflection,3,Medium,TIR is used in,Optical fibers,Prisms (binoculars),Diamonds sparkle,All of the above,D
Physics,Total internal reflection,4,Hard,Critical angle depends on,Refractive indices of both media,Temperature only,Pressure only,Color only,A
Physics,Total internal reflection,5,Easy But Tricky,TIR cannot happen when light goes from air to glass because,Air is rarer medium,Glass is rarer medium,Both are same,TIR only works in denser-to-rarer,D
Physics,Optical fiber,1,Easy,Optical fiber works on principle of,Refraction,Total internal reflection,Diffraction,Polarization,B
Physics,Optical fiber,2,Easy,Optical fiber is made of,Glass or plastic,Metal,Wood,Rubber,A
Physics,Optical fiber,3,Easy,Optical fiber consists of,Core and cladding,Only core,Only cladding,Metal wire,A
Physics,Optical fiber,4,Medium,Core has refractive index that is,Greater than cladding,Less than cladding,Equal to cladding,Zero,A
Physics,Optical fiber,5,Medium,Optical fibers are used in,Telecommunications,Medical endoscopy,Both A and B,Neither,C
Physics,Echo,1,Easy,Echo is the repetition of sound due to,Refraction,Reflection,Diffraction,Absorption,B
Physics,Echo,2,Easy,"Minimum distance for echo (speed = 340 m/s, persistence = 0.1s) =",17 m,34 m,170 m,340 m,A
Physics,Echo,3,Medium,"Echo time = 2d/v. If you hear echo after 0.4s and v=340m/s, distance to wall =",68 m,34 m,136 m,17 m,A
Physics,Echo,4,Hard,SONAR uses echoes in water to find,Depth and objects underwater,Temperature,Chemical composition,Color,A
Physics,Echo,5,Easy But Tricky,Echo is not heard in a small room because,Sound does not reflect,Reflected sound merges with original (distance < 17m),Walls absorb all sound,Room is too warm,B
Physics,Reverberation,1,Easy,Reverberation is prolonged persistence of sound due to,Multiple reflections,Refraction,Diffraction,Absorption,A
Physics,Reverberation,2,Easy,Reverberation time is the time for sound to reduce to,1/2 its intensity,1/millionth of its intensity,Zero,1/10 its intensity,B
Physics,Reverberation,3,Medium,"To reduce reverberation in a hall, use",Hard smooth walls,"Soft absorbing materials (curtains, carpets)",Metal walls,Glass windows,B
Physics,Reverberation,4,Hard,"Sabine's formula: T = 0.16V/A where V = volume, A = total absorption. If V doubles with same A, T",Doubles,Halves,Stays same,Quadruples,A
Physics,Reverberation,5,Easy But Tricky,Some reverberation is desirable in concert halls for,Rich sound quality,Silence,Echo,Cancellation,A
Physics,Sabine formula,1,Easy,Sabine formula is T = 0.16V/A. T is,Temperature,Reverberation time,Frequency,Period,B
Physics,Sabine formula,2,Easy,V in Sabine formula represents,Voltage,Volume of room,Velocity,Viscosity,B
Physics,Sabine formula,3,Easy,A in Sabine formula represents,Area,Total absorption,Amplitude,Acceleration,B
Physics,Sabine formula,4,Medium,"If total absorption A increases, reverberation time T",Increases,Decreases,Stays same,Becomes infinite,B
Physics,Sabine formula,5,Hard,"For a hall 20x10x5 m^3 with A = 80 metric sabin, T = 0.16 x 1000/80 =",2 s,20 s,0.2 s,200 s,A
Chemistry,Balanced chemical equations,1,Easy,A balanced equation has equal number of atoms on,Reactant side only,Product side only,Both sides,Neither,C
Chemistry,Balanced chemical equations,2,Easy,Balancing equations follows the law of,Conservation of energy,Conservation of mass,Ohm's law,Coulomb's law,B
Chemistry,Balanced chemical equations,3,Easy,"In 2H2 + O2 -> 2H2O, coefficient of O2 is",1,2,4,0,A
Chemistry,Balanced chemical equations,4,Medium,Balance: Fe + O2 -> Fe2O3. Balanced equation is,4Fe + 3O2 -> 2Fe2O3,2Fe + O2 -> Fe2O3,Fe + O2 -> FeO,3Fe + 2O2 -> Fe3O4,A
Chemistry,Balanced chemical equations,5,Hard,Balancing redox equations involves balancing both,Mass and charge,Mass only,Charge only,Energy,A
Chemistry,Types of reactions,1,Easy,A + B -> AB is,Combination,Decomposition,Displacement,Double displacement,A
Chemistry,Types of reactions,2,Easy,AB -> A + B is,Combination,Decomposition,Displacement,Neutralization,B
Chemistry,Types of reactions,3,Easy,Zn + CuSO4 -> ZnSO4 + Cu is,Combination,Decomposition,Displacement,Double displacement,C
Chemistry,Types of reactions,4,Easy,AB + CD -> AD + CB is,Combination,Decomposition,Displacement,Double displacement,D
Chemistry,Types of reactions,5,Medium,Burning of magnesium in air is,Combustion and combination,Decomposition,Displacement,Neutralization,A
Chemistry,Types of reactions,6,Medium,Photosynthesis is an example of,Endothermic reaction,Exothermic reaction,Displacement,Neutralization,A
Chemistry,Types of reactions,7,Hard,Thermite reaction (Fe2O3 + Al -> Al2O3 + Fe) is,Endothermic,Exothermic,Neutral,Reversible,B
Chemistry,Types of reactions,8,Easy But Tricky,Rusting of iron is a,Fast reaction,Slow oxidation reaction,Displacement,Decomposition,B
Chemistry,Properties of acids and bases,1,Easy,Acids taste,Sweet,Sour,Bitter,Salty,B
Chemistry,Properties of acids and bases,2,Easy,Bases taste,Sweet,Sour,Bitter,Salty,C
Chemistry,Properties of acids and bases,3,Easy,Litmus turns red in,Acidic solution,Basic solution,Neutral solution,Salt solution,A
Chemistry,Properties of acids and bases,4,Easy,Litmus turns blue in,Acidic solution,Basic solution,Neutral solution,Salt solution,B
Chemistry,Properties of acids and bases,5,Medium,pH of strong acid is,0-3,7,10-14,5-6,A
Chemistry,Properties of acids and bases,6,Medium,pH of strong base is,0-3,7,10-14,5-6,C
Chemistry,Properties of acids and bases,7,Medium,Acid + Base -> Salt + Water. This is,Neutralization,Decomposition,Combustion,Displacement,A
Chemistry,Properties of acids and bases,8,Hard,"Arrhenius definition: acid gives H+ ions, base gives",H+ ions,OH- ions,Na+ ions,Cl- ions,B
Chemistry,Properties of acids and bases,9,Easy But Tricky,All acids contain hydrogen. True?,True (Arrhenius definition),False,Only strong acids,Only organic acids,A
Chemistry,Properties of acids and bases,10,Easy But Tricky,Methyl orange is,"Red in acid, yellow in base","Yellow in acid, red in base",Colorless,Green in both,A
Chemistry,pH and its importance,1,Easy,pH stands for,Potential of Hydrogen,Power of Hydrogen,Both A and B are accepted,Percent Hydrogen,C
Chemistry,pH and its importance,2,Easy,pH of pure water is,0,7,14,1,B
Chemistry,pH and its importance,3,Easy,pH < 7 means,Acidic,Basic,Neutral,Cannot determine,A
Chemistry,pH and its importance,4,Easy,pH > 7 means,Acidic,Basic,Neutral,Cannot determine,B
Chemistry,pH and its importance,5,Easy,pH = 7 means,Acidic,Basic,Neutral,Salt,C
Chemistry,pH and its importance,6,Medium,"pH = -log[H+]. If [H+] = 10^-3 M, pH =",3,7,-3,0.001,A
Chemistry,pH and its importance,7,Medium,Blood pH is maintained at approximately,7.4,7.0,6.5,8.0,A
Chemistry,pH and its importance,8,Hard,"If pH changes from 3 to 5, [H+] changes by factor of",2,100,10,1000,B
Chemistry,pH and its importance,9,Easy But Tricky,Stomach acid has pH around,2,7,12,5,A
Chemistry,pH and its importance,10,Easy But Tricky,Rain is naturally slightly acidic (pH ≈ 5.6) due to,HCl,CO2 dissolving to form carbonic acid,NaOH,Salt,B
Chemistry,Salts and their properties,1,Easy,Salt is formed by reaction of,Two acids,Two bases,Acid and base,Two metals,C
Chemistry,Salts and their properties,2,Easy,Common salt NaCl is formed from,HCl + NaOH,H2SO4 + NaOH,HNO3 + KOH,HCl + KOH,A
Chemistry,Salts and their properties,3,Medium,pH of salt from strong acid + strong base is,7 (neutral),< 7,> 7,0,A
Chemistry,Salts and their properties,4,Medium,pH of salt from strong acid + weak base is,7,< 7 (acidic),7 (neutral),0,B
Chemistry,Salts and their properties,5,Hard,Hydrolysis of salt means,Reaction with water producing acidic or basic solution,Melting,Evaporation,Neutralization,A
Chemistry,Properties of metals,1,Easy,Metals are generally,Good conductors of heat and electricity,Insulators,Transparent,Brittle,A
Chemistry,Properties of metals,2,Easy,Metals are,Malleable and ductile,Brittle,Soft,Transparent,A
Chemistry,Properties of metals,3,Easy,Most metals are,Solids at room temperature,Liquids,Gases,Plasma,A
Chemistry,Properties of metals,4,Medium,Mercury is a metal that is,Solid,Liquid at room temperature,Gas,Plasma,B
Chemistry,Properties of metals,5,Easy But Tricky,All metals are hard. True?,True,False — sodium and potassium are soft,Only transition metals,Depends,B
Chemistry,Properties of non-metals,1,Easy,Non-metals are generally,Good conductors,Poor conductors (insulators),Ductile,Malleable,B
Chemistry,Properties of non-metals,2,Easy,Non-metals can be,"Solids, liquids, or gases",Only solids,Only gases,Only liquids,A
Chemistry,Properties of non-metals,3,Medium,Carbon (diamond) is a non-metal but has high,Conductivity,Hardness,Malleability,Ductility,B
Chemistry,Properties of non-metals,4,Hard,Graphite is a non-metal that conducts electricity because,It has metallic bonds,Delocalized electrons,It is a metal,It has ionic bonds,B
Chemistry,Properties of non-metals,5,Easy But Tricky,Bromine is a non-metal that is liquid at room temperature. True?,True,False,It is a metal,It is a gas,A
Chemistry,Ionic compounds,1,Easy,Ionic compounds are formed by,Sharing of electrons,Transfer of electrons,Metallic bonding,Van der Waals forces,B
Chemistry,Ionic compounds,2,Easy,Ionic compounds have,High melting points,Low melting points,No melting point,Variable,A
Chemistry,Ionic compounds,3,Easy,Ionic compounds conduct electricity when,Solid,Dissolved in water or molten,In gas phase,Never,B
Chemistry,Ionic compounds,4,Medium,NaCl is an example of,Covalent compound,Ionic compound,Metallic compound,Molecular compound,B
Chemistry,Ionic compounds,5,Easy But Tricky,Ionic compounds are hard but,Flexible,Brittle,Ductile,Malleable,B
Chemistry,Corrosion,1,Easy,Corrosion of iron is called,Tarnishing,Rusting,Oxidation,Both B and C,D
Chemistry,Corrosion,2,Easy,Rusting requires,Only oxygen,Only water,Both oxygen and water,Neither,C
Chemistry,Corrosion,3,Easy,Prevention of corrosion by painting works by,Absorbing water,Preventing contact with air and moisture,Heating,Cooling,B
Chemistry,Corrosion,4,Medium,Galvanization is coating iron with,Copper,Zinc,Silver,Gold,B
Chemistry,Corrosion,5,Medium,Sacrificial protection uses a more reactive metal to prevent corrosion of less reactive. Example:,Zinc protects iron,Iron protects copper,Gold protects silver,None,A
Chemistry,Corrosion,6,Hard,Corrosion is an electrochemical process involving,Oxidation at anode,Reduction at cathode,Both A and B,Neither,C
Chemistry,Corrosion,7,Easy But Tricky,Stainless steel resists corrosion because of,Iron content,Chromium oxide layer,Carbon content,Low density,B
Chemistry,Corrosion,8,Easy But Tricky,Rancidity in fats is caused by,Hydration,Oxidation,Reduction,Neutralization,B
Computer,Basics of computer,1,Easy,CPU stands for,Central Processing Unit,Central Program Unit,Computer Processing Unit,Central Power Unit,A
Computer,Basics of computer,2,Easy,The brain of computer is,ALU,CPU,RAM,Hard disk,B
Computer,Basics of computer,3,Easy,Input devices include,Monitor,Keyboard and mouse,Printer,Speaker,B
Computer,Basics of computer,4,Easy,Output devices include,Keyboard,Mouse,Monitor and printer,Scanner,C
Computer,Basics of computer,5,Easy,RAM stands for,Random Access Memory,Read Access Memory,Random Application Memory,Read Application Memory,A
Computer,Basics of computer,6,Easy,ROM stands for,Read Only Memory,Random Only Memory,Read Open Memory,Run Only Memory,A
Computer,Basics of computer,7,Easy,RAM is,Volatile (loses data when power off),Non-volatile,Permanent,Read-only,A
Computer,Basics of computer,8,Easy,ROM is,Volatile,Non-volatile (retains data without power),Temporary,Writable,B
Computer,Basics of computer,9,Easy,1 KB =,1000 bytes,1024 bytes,100 bytes,10000 bytes,B
Computer,Basics of computer,10,Easy,1 MB =,1000 KB,1024 KB,100 KB,10000 KB,B
Computer,Basics of computer,11,Easy,1 GB =,1000 MB,1024 MB,100 MB,10000 MB,B
Computer,Basics of computer,12,Easy,Binary number system uses,0 and 1,0 to 9,0 to 7,0 to F,A
Computer,Basics of computer,13,Easy,Operating system is an example of,Hardware,System software,Application software,Firmware,B
Computer,Basics of computer,14,Easy,"Windows, Linux, macOS are examples of",Applications,Operating systems,Programming languages,Databases,B
Computer,Basics of computer,15,Easy,A byte consists of,4 bits,8 bits,16 bits,32 bits,B
Computer,Basics of computer,16,Medium,ALU performs,Arithmetic and logical operations,Input only,Output only,Storage,A
Computer,Basics of computer,17,Medium,Cache memory is,Slower than RAM,Faster than RAM,Same speed as hard disk,Non-volatile,B
Computer,Basics of computer,18,Medium,USB stands for,Universal Serial Bus,Unique Serial Bus,Universal System Bus,Unified Serial Bus,A
Computer,Basics of computer,19,Medium,Which is not a programming language?,C,Java,Windows,Python,C
Computer,Basics of computer,20,Medium,BIOS stands for,Basic Input Output System,Binary Input Output System,Basic Internal Operating System,Binary Internal Output System,A
Computer,Basics of computer,21,Hard,Machine language uses,English words,Binary codes (0 and 1),Assembly codes,High-level syntax,B
Computer,Basics of computer,22,Hard,Compiler translates,Entire program at once,Line by line,Character by character,Word by word,A
Computer,Basics of computer,23,Hard,Interpreter translates,Entire program at once,Line by line,Character by character,Not at all,B
Computer,Basics of computer,24,Easy But Tricky,Hardware refers to physical components. Software refers to,Physical parts,Programs and data,Both,Neither,B
Computer,Basics of computer,25,Easy But Tricky,A virus is a type of,Hardware,Malicious software,Operating system,Input device,B
Computer,Internet basics,1,Easy,Internet stands for,International Network,Interconnected Network,Internal Network,Integrated Network,B
Computer,Internet basics,2,Easy,WWW stands for,World Wide Web,World Wireless Web,Wide World Web,World Web Window,A
Computer,Internet basics,3,Easy,A web browser is used to,Create websites,Browse/view websites,Host websites,Delete websites,B
Computer,Internet basics,4,Easy,Examples of web browsers include,"Chrome, Firefox, Edge","Word, Excel","Windows, Linux","Photoshop, Illustrator",A
Computer,Internet basics,5,Easy,URL stands for,Uniform Resource Locator,Universal Resource Locator,Uniform Resource Link,Universal Resource Link,A
Computer,Internet basics,6,Easy,HTTP stands for,Hyper Text Transfer Protocol,High Text Transfer Protocol,Hyper Text Transport Protocol,Home Text Transfer Protocol,A
Computer,Internet basics,7,Easy,A modem is used for,Modulation and demodulation,Printing,Scanning,Storage,A
Computer,Internet basics,8,Easy,Email stands for,Electronic Mail,Emergency Mail,Extended Mail,Encrypted Mail,A
Computer,Internet basics,9,Medium,IP address is,Internet Protocol address,Internet Provider address,Internal Protocol address,Internet Pixel address,A
Computer,Internet basics,10,Medium,ISP stands for,Internet Service Provider,Internet Software Provider,Internal Service Provider,Internet System Provider,A
Computer,Internet basics,11,Medium,Search engines include,"Google, Bing, Yahoo","Word, Excel","Windows, macOS","RAM, ROM",A
Computer,Internet basics,12,Hard,TCP/IP stands for,Transmission Control Protocol/Internet Protocol,Transfer Control Protocol/Internet Provider,Total Communication Protocol/Internet Protocol,Transmission Control Program/Internet Protocol,A
Computer,Internet basics,13,Easy But Tricky,Wi-Fi stands for,Wireless Fidelity,Wireless Fiber,Wide Fidelity,Wireless Frequency,A
Computer,Internet basics,14,Easy But Tricky,A firewall is used for,Heating,Network security,Printing,Gaming,B
Computer,Internet basics,15,Easy But Tricky,Bandwidth measures,Color of website,Speed/capacity of internet connection,Size of monitor,Weight of computer,B
Computer,HTML basics,1,Easy,HTML stands for,Hyper Text Markup Language,Hyper Text Machine Language,Hyper Tool Markup Language,High Text Markup Language,A
Computer,HTML basics,2,Easy,HTML is used to create,Web pages,Databases,Operating systems,Hardware,A
Computer,HTML basics,3,Easy,HTML tags are enclosed in,Square brackets [],Angle brackets <>,Curly brackets {},Parentheses (),B
Computer,HTML basics,4,Easy,The basic structure of HTML includes,"<html>, <head>, <body>","<main>, <section>","<div>, <span>","<p>, <a>",A
Computer,HTML basics,5,Easy,<h1> tag is used for,Paragraph,Heading (largest),Image,Link,B
Computer,HTML basics,6,Easy,<p> tag is used for,Heading,Paragraph,Image,Table,B
Computer,HTML basics,7,Easy,<a> tag is used for,Paragraph,Image,Hyperlink,Table,C
Computer,HTML basics,8,Easy,<img> tag is used for,Text,Image,Link,Table,B
Computer,HTML basics,9,Medium,<br> tag is used for,Bold,Line break,Paragraph,Italic,B
Computer,HTML basics,10,Medium,<b> tag makes text,Italic,Bold,Underlined,Strikethrough,B
Computer,HTML basics,11,Medium,<i> tag makes text,Bold,Italic,Underlined,Normal,B
Computer,HTML basics,12,Medium,<table> is used to create,A list,A table,A form,A link,B
Computer,HTML basics,13,Hard,<form> tag is used for,Tables,User input forms,Images,Links,B
Computer,HTML basics,14,Hard,CSS stands for,Cascading Style Sheets,Computer Style Sheets,Creative Style Sheets,Colorful Style Sheets,A
Computer,HTML basics,15,Easy But Tricky,HTML is a programming language. True?,True,False - it is a markup language,Sometimes,Depends,B
Computer,MS Word,1,Easy,MS Word is used for,Spreadsheets,Word processing / Document creation,Presentations,Database,B
Computer,MS Word,2,Easy,Default file extension of MS Word is,.xlsx,.pptx,.docx,.txt,C
Computer,MS Word,3,Easy,Ctrl+S is shortcut for,Save,Open,New,Print,A
Computer,MS Word,4,Easy,Ctrl+C is shortcut for,Cut,Copy,Paste,Close,B
Computer,MS Word,5,Easy,Ctrl+V is shortcut for,Cut,Copy,Paste,Close,C
Computer,MS Word,6,Easy,Ctrl+X is shortcut for,Cut,Copy,Paste,Close,A
Computer,MS Word,7,Easy,Ctrl+Z is shortcut for,Redo,Undo,Save,Print,B
Computer,MS Word,8,Medium,Ctrl+B makes text,Italic,Bold,Underlined,Strikethrough,B
Computer,MS Word,9,Medium,Header and Footer appear on,First page only,Every page,Last page only,Selected pages,B
Computer,MS Word,10,Easy But Tricky,Ctrl+P is shortcut for,Paste,Print,Paragraph,Page setup,B
Computer,MS Excel,1,Easy,MS Excel is used for,Word processing,Spreadsheets and calculations,Presentations,Email,B
Computer,MS Excel,2,Easy,Default file extension of Excel is,.docx,.xlsx,.pptx,.csv,B
Computer,MS Excel,3,Easy,A single cell in Excel is identified by,Page number,"Column letter and row number (e.g., A1)",Name,Color,B
Computer,MS Excel,4,Easy,SUM function calculates,Average,Total sum,Count,Maximum,B
Computer,MS Excel,5,Easy,=SUM(A1:A5) adds values in,A1 only,A1 to A5,A5 only,All cells,B
Computer,MS Excel,6,Easy,AVERAGE function calculates,Sum,Average (mean),Count,Maximum,B
Computer,MS Excel,7,Medium,=COUNT(A1:A10) gives,Sum of values,Number of cells with numbers,Average,Maximum,B
Computer,MS Excel,8,Medium,=MAX(A1:A5) returns,Minimum value,Maximum value,Average,Sum,B
Computer,MS Excel,9,Medium,=MIN(A1:A5) returns,Maximum,Minimum value,Average,Count,B
Computer,MS Excel,10,Medium,A formula in Excel always starts with,Letter,Number,= (equal sign),# (hash),C
Computer,MS Excel,11,Hard,"=IF(A1>10,""Yes"",""No"") is an example of",SUM function,Conditional (IF) function,COUNT function,AVERAGE function,B
Computer,MS Excel,12,Hard,Pivot table is used for,Text editing,Data summarization and analysis,Drawing,Emailing,B
Computer,MS Excel,13,Easy But Tricky,A workbook contains multiple,Documents,Worksheets (sheets),Presentations,Databases,B
Computer,MS Excel,14,Easy But Tricky,Ctrl+Home takes cursor to,End of document,Cell A1,Last cell,Middle,B
Computer,MS Excel,15,Easy But Tricky,"In Excel, # means",Error in cell,Formula,Nothing,Heading,A
Computer,MS PowerPoint,1,Easy,MS PowerPoint is used for,Word processing,Creating presentations,Spreadsheets,Database,B
Computer,MS PowerPoint,2,Easy,Default file extension of PowerPoint is,.docx,.xlsx,.pptx,.pdf,C
